,SalesID,SalePrice,YearMade,MachineHoursCurrentMeter
387179,4336015,27000,2004,3712.0
387180,4336019,32500,2005,6847.0
387181,4336020,39000,2003,8804.0
387183,4336025,37500,2004,7484.0
387184,4336027,39000,2004,2786.0
387185,4336037,65000,2006,2394.0
387186,4336042,37000,2005,6030.0
387187,4336046,48000,2003,7217.0
387188,4336049,54000,2005,3085.0
387189,4336050,65000,2004,5069.0
387190,4336052,45000,2003,8443.0
387192,4336059,52500,2003,7343.0
387193,4336096,39000,2001,4927.0
387194,4336113,65000,2003,5400.0
387195,4336138,52500,2001,11306.0
387196,4336154,47000,2004,9503.0
387197,4336156,55000,2004,7218.0
387198,4336158,67500,2005,5105.0
387199,4336162,66000,2002,6154.0
387200,4336163,66000,2004,6578.0
387201,4336184,47000,2004,9152.0
387202,4336194,60000,2005,6408.0
387203,4336195,44000,2003,9714.0
387204,4336198,51000,2003,9976.0
387205,4336206,57500,2004,5281.0
387206,4336208,80000,2003,5254.0
387207,4336210,85000,2005,7489.0
387208,4336211,71000,2005,7262.0
387209,4336214,52500,2003,10313.0
387210,4336216,35000,2000,5216.0
387211,4336220,54000,2005,8655.0
387212,4336221,60000,2003,7995.0
387213,4336236,72500,2005,6683.0
387214,4336238,90000,2005,3774.0
387215,4336245,42500,2004,7062.0
387216,4336247,67500,2005,5400.0
387217,4336251,58000,2004,8182.0
387218,4336262,37000,2003,7570.0
387220,4336348,12500,2007,1383.0
387221,4336350,11500,2004,5186.0
387222,4336355,18500,2004,3585.0
387223,4336356,18000,2005,3712.0
387224,4336358,15000,2004,5981.0
387225,4336533,35000,2003,4579.0
387226,4336534,50000,2003,3315.0
387227,4336537,35000,2002,3939.0
387228,4336542,42000,2004,1485.0
387229,4336545,37500,2005,5428.0
387230,4336555,35000,2005,2557.0
387231,4336556,36000,2005,4765.0
387232,4336560,37000,2003,3643.0
387233,4336565,37500,2001,3644.0
387234,4336662,49000,2004,3363.0
387235,4336993,32000,2003,3564.0
387236,4336994,42500,2004,4357.0
387237,4337045,30000,2007,386.0
387238,4337046,31000,2007,1030.0
387239,4337086,14000,1999,4390.0
387241,4337094,11000,1993,7593.0
387242,4337105,22000,2003,1654.0
387243,4337108,22000,2003,1789.0
387244,4337114,10000,1997,2525.0
387246,4337824,44000,2005,503.0
387247,4337825,70000,2009,1450.0
387249,4337834,13000,1990,2681.0
387252,4337857,14000,1993,2081.0
387253,4337858,9500,1993,2081.0
387254,4337862,16000,1995,4217.0
387259,4337949,18500,1996,4793.0
387261,4337952,28000,2001,5561.0
387262,4337968,21000,1998,7397.0
387263,4337969,19000,1998,7382.0
387264,4337973,22000,1998,4808.0
387265,4337981,19000,1997,3687.0
387267,4337988,16000,1997,4603.0
387268,4337989,25000,1998,1861.0
387269,4337998,14000,1998,9342.0
387271,4338034,49000,2008,1314.0
387272,4338117,12500,2005,437.0
387273,4338159,34000,2000,5636.0
387274,4338170,20000,1999,7558.0
387275,4338174,34000,2001,6321.0
387277,4338178,22500,2002,10618.0
387278,4338179,23000,1999,10612.0
387280,4338195,13500,1998,12730.0
387281,4338196,18000,2000,12408.0
387283,4338222,64000,2005,3028.0
387284,4338230,25000,1998,1581.0
387285,4338243,39000,2004,4129.0
387286,4338265,50000,2006,5399.0
387287,4338266,42000,2005,11202.0
387288,4338278,41000,2006,4587.0
387289,4338279,71000,2007,682.0
387290,4338282,46000,2005,4051.0
387291,4338285,52000,2006,720.0
387293,4338320,23500,2006,1992.0
387294,4338367,40000,2005,4439.0
387295,4338374,24000,2005,1347.0
387296,4338378,51000,2008,1770.0
387297,4338379,43000,2006,1369.0
387298,4338388,17500,2003,2727.0
387299,4338390,30000,2004,4025.0
387301,4338393,32000,2004,1322.0
387303,4338409,40000,2007,5704.0
387304,4338415,43000,2007,621.0
387305,4338419,52500,2007,834.0
387306,4338421,70000,2008,202.0
387307,4338423,38000,2006,7150.0
387308,4338430,57500,2006,1890.0
387310,4338480,30000,2003,6374.0
387311,4338485,29000,2004,7302.0
387312,4338486,37500,2005,6198.0
387313,4338492,17000,2005,3580.0
387314,4338501,47000,2006,1740.0
387315,4338502,46000,2006,7258.0
387316,4338507,71000,2007,499.0
387317,4338553,40000,2005,3269.0
387318,4338556,37500,2006,3508.0
387319,4338558,60000,2006,1817.0
387320,4338561,45000,2006,3556.0
387321,4338574,41000,2003,6225.0
387322,4338575,47000,2003,2802.0
387324,4338590,55000,2006,3609.0
387325,4338593,82500,2007,1833.0
387326,4338601,60000,2004,5072.0
387327,4338618,90000,2007,365.0
387328,4338627,55000,2008,5992.0
387329,4338642,37500,2005,3902.0
387330,4338645,42500,2005,4544.0
387331,4338646,46000,2005,3329.0
387332,4338680,39000,2003,865.0
387333,4338693,67500,2006,4641.0
387334,4338694,47000,2006,7756.0
387335,4338697,67500,2006,4641.0
387336,4338704,85000,2007,3081.0
387337,4338706,97500,2006,4780.0
387338,4338708,87500,2007,2828.0
387339,4338709,42000,2003,3552.0
387340,4338994,37000,2006,1778.0
387341,4338995,37000,2006,1778.0
387342,4338997,25000,2006,1171.0
387344,4339000,33000,2007,283.0
387345,4339010,27000,2005,2212.0
387346,4339011,31000,2005,2086.0
387347,4339013,37000,2006,415.0
387348,4339014,45000,2006,406.0
387349,4339022,48000,2007,167.0
387350,4339025,26000,2007,2382.0
387351,4346664,22500,2002,4707.0
387352,4346777,8000,2000,1514.0
387353,4346837,12000,2004,970.0
387355,4346936,28000,2003,2771.0
387356,4347033,38000,2005,2784.0
387357,4347038,38000,2005,2784.0
387358,4347095,33000,2006,1688.0
387359,4347112,45000,2006,1693.0
387361,4347225,10000,1994,4929.0
387362,4347374,11500,1996,4930.0
387363,4347406,12000,1996,6814.0
387365,4347502,27000,2003,3760.0
387366,4347586,18500,2000,1354.0
387367,4347644,14500,2001,7621.0
387368,4347686,17500,2000,7789.0
387369,4347692,28000,2003,3880.0
387370,4347742,22000,2002,3099.0
387371,4347746,42000,2005,2975.0
387372,4347751,22000,2003,2074.0
387373,4347752,22000,2003,1832.0
387374,4347753,23000,2003,1575.0
387375,4347754,22000,2003,1465.0
387376,4347755,22000,2003,1759.0
387378,4347757,22000,2003,2268.0
387379,4347758,22000,2003,1801.0
387380,4347759,21000,2003,1971.0
387381,4347760,22000,2003,1995.0
387382,4347761,22000,2003,180.0
387383,4347763,16500,2005,1531.0
387384,4347764,16500,2005,1407.0
387387,4347976,16000,2006,811.0
387389,4348919,19000,2008,569.0
387390,4349065,11500,2005,1007.0
387391,4349073,11500,1995,500.0
387392,4349117,11000,2005,1022.0
387395,4349134,9500,2006,668.0
387396,4349148,11500,2006,606.0
387397,4349153,11000,2006,1025.0
387398,4349189,10000,2004,1270.0
387399,4349191,10000,2005,693.0
387400,4349196,10000,2005,533.0
387401,4349202,11500,2005,1131.0
387402,4349206,12500,2005,1360.0
387404,4349236,9000,2003,1237.0
387405,4349237,9500,2004,1100.0
387407,4349245,10000,2006,587.0
387409,4349248,9500,2002,1472.0
387410,4349269,13000,2003,240.0
387411,4349272,13000,2004,880.0
387412,4349278,17500,2004,450.0
387413,4349285,18000,2004,895.0
387414,4349298,12500,2005,1347.0
387415,4349323,14500,2003,2400.0
387416,4349340,15000,2004,2460.0
387417,4349352,19500,2005,2634.0
387418,4349366,8500,2004,1566.0
387419,4349374,8500,2002,3508.0
387420,4349389,12500,2004,641.0
387421,4349390,10000,2006,476.0
387422,4349486,10000,2002,1470.0
387424,4349570,27000,2006,858.0
387425,4349571,21000,2006,858.0
387426,4349592,9000,1996,6900.0
387427,4349597,20000,1995,1517.0
387430,4349616,27000,1999,3209.0
387431,4349622,23500,1999,4566.0
387432,4349631,15000,2002,1354.0
387435,4349650,22000,2002,729.0
387436,4349651,23000,2002,484.0
387439,4349662,16000,2003,4410.0
387440,4349663,15500,2003,365.0
387447,4349671,21000,2003,1048.0
387448,4349673,15000,2003,463.0
387450,4349677,13500,2001,1149.0
387452,4349685,18500,2003,60.0
387453,4349686,22500,2003,1341.0
387454,4349688,20000,2004,2617.0
387455,4349693,26000,2004,2206.0
387458,4349710,22000,2004,152.0
387460,4349713,23500,2004,1325.0
387462,4349725,22000,2004,1582.0
387465,4349748,18000,2005,1542.0
387466,4349749,25000,2005,714.0
387467,4349750,23000,2005,681.0
387469,4349753,28000,2004,1852.0
387471,4349763,21000,2005,1744.0
387472,4349765,20000,2005,1499.0
387474,4349779,22000,2005,515.0
387480,4349792,16500,2005,101.0
387481,4349795,15500,2005,186.0
387482,4349799,22000,2005,2983.0
387484,4349807,25000,2005,713.0
387485,4349816,20500,2005,943.0
387488,4349823,27000,2005,2034.0
387489,4349840,16000,2006,261.0
387491,4349844,16500,2001,3720.0
387492,4349845,20000,2006,1350.0
387493,4349846,20000,2006,1115.0
387494,4349847,27000,2006,265.0
387495,4349850,30000,2006,1035.0
387496,4349856,27000,2006,450.0
387497,4349863,20500,2006,805.0
387498,4349867,26000,2006,784.0
387502,4349878,28000,2006,496.0
387504,4349880,21500,2006,2025.0
387506,4349882,24000,2006,1542.0
387509,4349901,18000,2006,111.0
387510,4349904,31000,2007,312.0
387511,4349909,16500,2005,725.0
387512,4349924,12500,1995,7170.0
387516,4349969,10500,1999,3266.0
387522,4349990,20000,2002,589.0
387523,4349993,22000,2000,120.0
387525,4350034,19000,1997,7399.0
387526,4350038,18000,1998,4350.0
387527,4350040,18000,1998,4350.0
387529,4350327,18000,2004,4254.0
387532,4350368,39000,2004,1658.0
387533,4350383,32000,2004,2524.0
387534,4350384,27000,2005,1882.0
387535,4350400,50000,2004,2224.0
387537,4350404,42500,2005,2625.0
387538,4350415,40000,2003,2657.0
387539,4350416,40000,2004,4516.0
387540,4350433,45000,2004,4061.0
387541,4350434,44000,2004,3127.0
387542,4350435,15500,1997,8014.0
387546,4350465,41000,2004,3115.0
387547,4350466,67500,2004,2695.0
387548,4350471,32000,1998,4041.0
387549,4350475,45000,2006,6699.0
387550,4350476,47500,2006,6205.0
387553,4351805,45000,2005,2441.0
387554,4351815,36000,2003,3429.0
387556,4351819,42500,2007,3688.0
387557,4351820,34000,2003,4855.0
387558,4351821,34000,2004,5039.0
387559,4351827,38000,2004,5496.0
387560,4351833,27000,2005,8094.0
387561,4351863,25000,2003,4107.0
387562,4351864,18000,2003,1883.0
387563,4351869,32000,2005,3085.0
387564,4351891,39000,2004,3339.0
387565,4351893,35000,2004,2728.0
387566,4351905,39000,2005,2420.0
387567,4351907,33000,2005,4080.0
387568,4351920,40000,2006,3437.0
387569,4351924,34000,2006,4011.0
387570,4351927,40000,2005,2272.0
387571,4351928,35000,1999,4979.0
387572,4351934,40000,2006,2482.0
387573,4351938,54000,2006,2094.0
387574,4351956,24000,2004,5274.0
387575,4351959,36000,2004,2505.0
387576,4351960,36000,2004,2448.0
387577,4351962,42000,2004,2656.0
387578,4351964,34000,2004,4114.0
387579,4351968,45000,2005,3102.0
387580,4351971,44000,2004,5054.0
387581,4351972,45000,2004,5130.0
387582,4351974,43000,2004,4539.0
387583,4351979,44000,2004,2989.0
387584,4351980,41000,2005,4301.0
387585,4351981,39000,2005,2082.0
387586,4351982,35000,2005,1170.0
387587,4351986,46000,2005,3295.0
387588,4351987,44000,2005,4105.0
387589,4351988,65000,2005,3619.0
387590,4351989,40000,2005,4270.0
387591,4351992,45000,2005,3505.0
387592,4351993,47500,2005,2760.0
387593,4351998,41000,2006,2210.0
387594,4352012,42000,2006,3924.0
387595,4352023,17000,2003,27542.0
387596,4352024,20000,2003,2670.0
387597,4352047,14000,1999,5221.0
387598,4352062,23000,2000,4633.0
387600,4352071,22500,2002,4083.0
387601,4352072,22500,2002,5526.0
387602,4352079,26000,2003,4015.0
387603,4352084,18000,1998,7640.0
387604,4352122,8000,2005,1444.0
387606,4352174,14500,1994,4609.0
387607,4352187,10000,1994,8637.0
387608,4352223,11000,1989,6760.0
387609,4352366,44000,2002,20780.0
387611,4352370,40000,2000,14873.0
387612,4352373,59000,1999,18800.0
387615,4352406,25000,2005,1696.0
387616,4352418,24000,1996,6936.0
387617,4352419,34000,1996,5765.0
387619,4352436,30000,2000,8837.0
387620,4352439,28000,1998,9138.0
387621,4352448,40000,2001,10335.0
387622,4352450,50000,2007,1858.0
387623,4352469,35000,2005,4209.0
387624,4352471,40000,2005,1687.0
387626,4352505,45000,2002,8911.0
387628,4352528,40000,2001,9501.0
387629,4352529,40000,2001,1162.0
387630,4352531,38000,1998,2348.0
387631,4352533,41000,1999,8240.0
387632,4352535,47000,1998,15506.0
387633,4352536,47000,1998,15506.0
387635,4352552,57500,2006,2118.0
387636,4352554,52500,2003,8290.0
387637,4352555,60000,2005,7121.0
387638,4352565,69000,2007,4208.0
387639,4352580,37000,1999,22590.0
387640,4352589,37000,1999,9585.0
387641,4352590,52500,2001,9334.0
387642,4352594,55000,2003,7310.0
387643,4352606,65000,2006,4670.0
387644,4352607,65000,2006,4670.0
387645,4352615,84000,2005,1227.0
387647,4352627,47000,1999,14502.0
387648,4352629,37000,1999,14707.0
387649,4352640,81000,2006,4357.0
387650,4352641,81000,2006,4357.0
387651,4352650,27000,1994,5088.0
387652,4352676,50000,2001,8417.0
387653,4352683,57500,2005,14462.0
387654,4352690,52500,2006,17857.0
387655,4352695,90000,2006,2063.0
387656,4352700,49000,2003,13082.0
387657,4352701,78000,2006,4837.0
387658,4352707,70000,2007,5585.0
387659,4352708,70000,2007,5585.0
387660,4352717,27000,1997,6153.0
387661,4352730,24000,1992,23700.0
387662,4352752,45000,2001,15305.0
387663,4352757,35000,2001,12959.0
387664,4352766,95000,2005,3776.0
387665,4352780,97500,2005,7035.0
387667,4352863,23000,1994,681.0
387668,4352873,8000,1996,3321.0
387669,4352874,15000,1997,3181.0
387670,4352879,19000,1998,4710.0
387672,4352959,27000,2001,11246.0
387673,4352960,45000,2002,8802.0
387674,4352966,30000,2003,8929.0
387675,4352969,31000,2004,9369.0
387676,4352972,62000,2006,5007.0
387677,4352974,48000,2007,2001.0
387678,4352976,32500,2003,9149.0
387679,4352978,40000,2003,6398.0
387680,4352986,72000,2006,3596.0
387681,4352990,18000,1997,12242.0
387682,4352993,17000,1998,6677.0
387683,4353003,26000,1997,1083.0
387684,4353024,9500,1992,3956.0
387685,4353028,7500,1995,9338.0
387688,4353083,39000,2001,3967.0
387689,4353085,41000,2000,11857.0
387690,4353091,22500,2000,6885.0
387691,4353092,24000,2001,7602.0
387692,4353094,24000,2001,1920.0
387693,4353096,30000,2002,8564.0
387694,4353108,44000,2001,3845.0
387695,4353109,50000,2003,5011.0
387696,4353112,31000,2003,6165.0
387697,4353114,49000,2004,4106.0
387698,4353118,35000,2004,2701.0
387699,4353119,61000,2004,4801.0
387700,4353120,39000,2004,5342.0
387701,4353121,30000,2004,2795.0
387702,4353123,39000,2005,8040.0
387703,4353126,50000,2005,4433.0
387704,4353128,25000,2005,2927.0
387705,4353136,45000,2005,3570.0
387706,4353137,52000,2006,4003.0
387707,4353138,50000,2005,5636.0
387708,4353141,45000,2006,3904.0
387709,4353142,56000,2006,4280.0
387710,4353143,70000,2006,1686.0
387711,4353149,85000,2006,2121.0
387712,4353154,60000,2006,4190.0
387713,4353155,52500,2006,4088.0
387714,4353156,57000,2006,3761.0
387715,4353157,55000,2006,1725.0
387716,4353158,62500,2007,705.0
387717,4353173,60000,2005,3894.0
387718,4353174,42000,2004,6621.0
387722,4353200,85000,2007,1121.0
387723,4353202,11500,1995,8056.0
387725,4353206,34000,1996,5164.0
387726,4353209,14500,1996,5642.0
387727,4353212,30000,1997,4069.0
387728,4353213,15000,1997,9885.0
387729,4353214,27500,1997,8852.0
387730,4353218,21000,1998,8273.0
387731,4353225,30000,1999,6498.0
387732,4353228,29000,2000,4918.0
387733,4353233,22500,1996,1074.0
387735,4353246,25000,1995,8509.0
387736,4353273,17000,1996,5775.0
387737,4353281,22500,1996,5671.0
387738,4353284,27500,1998,5365.0
387739,4353308,9000,1995,6600.0
387740,4353311,28000,2001,3331.0
387742,4353330,13500,2002,2184.0
387743,4353426,9500,2001,208.0
387744,4353452,9000,2001,3591.0
387745,4353486,9500,1992,3337.0
387746,4353493,14000,1989,5205.0
387747,4353494,9500,1988,4411.0
387749,4353506,8500,1984,7594.0
387750,4353509,17000,1993,112.0
387753,4353527,42500,2001,8602.0
387754,4353528,46000,2003,7512.0
387755,4353534,29000,2003,3693.0
387756,4353535,29000,2003,3713.0
387757,4353536,38000,2004,1912.0
387758,4353537,29000,2004,3137.0
387759,4353538,35000,2004,2678.0
387760,4353548,42500,2004,4533.0
387761,4353551,45000,2003,5563.0
387762,4353552,57500,2006,4640.0
387763,4353555,47000,2005,5163.0
387766,4353561,20000,2005,3919.0
387767,4353579,42000,2000,9529.0
387768,4353581,50000,2000,7382.0
387770,4353588,42500,2001,8188.0
387771,4353592,43000,2001,10011.0
387772,4353597,32500,2002,8291.0
387773,4353599,44000,2002,7309.0
387774,4353600,35000,2002,1422.0
387775,4353606,15000,2001,13626.0
387776,4353607,44000,2003,10328.0
387777,4353612,32000,2000,7382.0
387778,4353617,41000,2005,5235.0
387779,4353625,30000,2003,6750.0
387780,4353626,32500,2003,7479.0
387781,4353627,38000,2003,7426.0
387782,4353629,37500,2003,585.0
387783,4353631,42500,2004,6382.0
387784,4353632,42500,2004,6024.0
387785,4353633,42500,2004,5349.0
387786,4353634,50000,2004,6575.0
387787,4353637,42500,2004,5399.0
387788,4353638,57500,2004,2667.0
387789,4353639,61000,2005,5803.0
387790,4353640,72500,2004,2730.0
387791,4353641,27500,2004,3783.0
387792,4353643,45000,2005,8670.0
387793,4353644,50000,2005,4744.0
387794,4353645,50000,2005,4896.0
387795,4353651,52000,2005,5588.0
387796,4353655,47000,2005,4576.0
387798,4353657,56000,2005,6714.0
387799,4353658,57500,2005,4080.0
387800,4353660,41000,2005,5192.0
387801,4353662,55000,2005,3016.0
387802,4353663,66000,2006,3673.0
387803,4353664,55000,2005,3532.0
387804,4353665,97500,2006,1737.0
387805,4353667,70000,2006,4717.0
387806,4353669,60000,2006,3980.0
387807,4353671,92500,2006,3231.0
387808,4353672,63000,2006,3580.0
387809,4353673,92500,2006,3827.0
387810,4353674,90000,2006,2134.0
387811,4353675,65000,2006,3454.0
387812,4353676,54000,2006,4917.0
387813,4353677,90000,2006,4104.0
387814,4353678,70000,2006,1857.0
387815,4353681,72500,2006,4596.0
387816,4353690,80000,2006,3209.0
387817,4353696,67000,2005,4656.0
387818,4353697,60000,2004,6744.0
387819,4353727,70000,2007,4397.0
387820,4353731,17000,1991,1930.0
387822,4353748,24000,2001,7790.0
387823,4353749,27000,1995,9034.0
387824,4353751,19000,1998,6911.0
387825,4353758,22000,1998,6452.0
387826,4353760,23000,1998,1583.0
387827,4353762,25000,1999,8122.0
387828,4353770,24000,1999,6853.0
387830,4353776,31000,1999,4347.0
387831,4353784,24000,1999,6853.0
387832,4353785,29000,1994,2616.0
387833,4353799,15500,1999,9959.0
387834,4353800,17000,1999,6881.0
387835,4353801,16000,2000,8204.0
387836,4353802,25000,2000,8205.0
387837,4353809,16000,2000,5008.0
387838,4353810,24000,2000,7436.0
387839,4353813,17500,2001,4316.0
387840,4353814,22500,2001,4979.0
387841,4353819,32000,2000,3936.0
387842,4353821,30000,2000,10433.0
387843,4353827,20000,2003,4890.0
387844,4353831,17000,2003,2844.0
387845,4353832,21000,2003,5402.0
387846,4353834,27500,2003,2194.0
387847,4353835,30000,2003,3790.0
387848,4353838,34000,2003,3615.0
387849,4353843,20000,2004,7686.0
387850,4353847,28000,2004,3520.0
387851,4353851,26000,2004,4486.0
387852,4353854,48000,2004,1364.0
387853,4353855,30000,2005,4568.0
387854,4353856,27000,2005,3537.0
387855,4353861,30000,2004,4731.0
387856,4353862,29000,2004,4626.0
387857,4353879,54000,2007,2100.0
387858,4353881,40000,2007,1612.0
387860,4353886,45000,2008,2655.0
387861,4353888,35000,2005,2706.0
387862,4353894,39000,2006,3433.0
387863,4353896,37500,2005,5149.0
387864,4353899,52500,2005,1036.0
387865,4353906,24000,2000,4033.0
387866,4353907,24000,2000,4033.0
387867,4353908,41000,2005,3654.0
387868,4353909,41000,2005,3654.0
387869,4353926,9000,1999,2892.0
387870,4353940,40000,2003,5548.0
387871,4353941,40000,2003,5548.0
387872,4353946,59000,2005,1784.0
387873,4353964,31000,1999,7296.0
387874,4353981,37000,2003,728.0
387875,4353991,36000,2004,7338.0
387876,4353996,32000,2004,3142.0
387877,4353998,43000,2005,2617.0
387878,4354003,62000,2007,511.0
387879,4354006,37500,2004,5569.0
387880,4354015,13500,1995,7104.0
387881,4354024,16000,1997,8533.0
387882,4354026,26000,1998,8250.0
387883,4354028,20000,2000,4012.0
387885,4354065,21000,1999,4519.0
387887,4354069,11000,1999,8746.0
387888,4354086,49000,2005,3169.0
387890,4354094,11500,1993,3565.0
387891,4354096,17000,1997,8170.0
387892,4354097,10500,1996,8775.0
387893,4354099,14000,1997,3244.0
387894,4354103,18500,1999,3699.0
387895,4354112,21500,1993,7855.0
387896,4354123,33000,2002,5301.0
387897,4354127,35000,2000,8957.0
387898,4354132,45000,2001,7190.0
387899,4354133,32500,2001,7189.0
387900,4354135,33000,2002,5190.0
387901,4354137,28000,2002,5781.0
387902,4354138,42000,2002,8867.0
387903,4354139,23000,2001,5618.0
387904,4354145,52000,2005,3808.0
387905,4354150,38000,2005,2134.0
387906,4354159,56000,2004,6450.0
387907,4354162,42000,2004,4893.0
387908,4354163,43000,2004,3578.0
387909,4354166,56000,2004,6369.0
387910,4354171,48000,2004,3903.0
387911,4354173,37000,2004,3452.0
387912,4354180,45000,2004,3091.0
387913,4354181,42000,2004,3982.0
387914,4354183,42000,2004,3573.0
387915,4354184,40000,2004,4314.0
387916,4354187,45000,2004,5520.0
387917,4354189,27500,2005,6363.0
387918,4354192,40000,2005,5478.0
387919,4354196,48000,2005,2162.0
387920,4354200,46000,2005,5570.0
387921,4354203,56000,2005,5007.0
387922,4354205,45000,2005,5797.0
387923,4354206,40000,2005,4248.0
387924,4354208,50000,2005,5088.0
387925,4354209,55000,2005,2208.0
387926,4354213,43000,2005,4133.0
387927,4354215,64000,2005,4223.0
387928,4354216,75000,2006,753.0
387929,4354222,42500,2006,1419.0
387930,4354223,82500,2006,1832.0
387931,4354224,55000,2006,2161.0
387933,4354226,57500,2007,1230.0
387934,4354227,47000,2004,3913.0
387935,4354229,55000,2005,5076.0
387936,4354233,52500,2005,4767.0
387937,4354238,40000,2004,5072.0
387938,4354241,50000,2004,4709.0
387940,4354243,49000,2004,4931.0
387941,4354244,56000,2005,3270.0
387942,4354245,50000,2004,3704.0
387943,4354246,53000,2004,2699.0
387944,4354250,82500,2006,1752.0
387945,4354261,29000,2005,3015.0
387946,4354282,34000,2005,4735.0
387947,4354284,34000,2006,2890.0
387948,4354285,43000,2004,5261.0
387950,4354295,26000,1994,3598.0
387951,4354300,23000,1995,10017.0
387952,4354302,18000,1996,7970.0
387953,4354306,30000,1996,3429.0
387954,4354309,29000,1998,5016.0
387955,4354314,28000,1997,4252.0
387956,4354320,28000,1998,6405.0
387957,4354331,27500,1997,9296.0
387958,4354335,25000,1994,9910.0
387960,4354362,7500,1994,4315.0
387962,4354377,14500,1998,5085.0
387964,4354403,27500,2002,9457.0
387965,4354409,60000,2002,6196.0
387966,4354411,52500,2003,6609.0
387967,4354413,50000,2003,7496.0
387968,4354414,33000,2003,5878.0
387969,4354415,60000,2003,6125.0
387970,4354416,61000,2003,6150.0
387971,4354418,44000,2003,6373.0
387972,4354419,97500,2004,1614.0
387973,4354421,75000,2004,6013.0
387974,4354422,60000,2004,6316.0
387975,4354423,30000,2004,9532.0
387976,4354430,27500,2005,3919.0
387977,4354431,60000,2005,4172.0
387978,4354433,80000,2005,5637.0
387979,4354434,90000,2006,3925.0
387980,4354437,85000,2006,3679.0
387981,4354438,85000,2006,4284.0
387982,4354442,70000,2006,5589.0
387983,4354446,45000,2002,8056.0
387984,4354452,50000,2003,7496.0
387985,4354459,28000,1994,4361.0
387986,4354471,26000,1998,9585.0
387987,4354474,22500,1998,7895.0
387988,4354475,14500,1992,9724.0
387989,4354477,29000,1999,6168.0
387990,4354479,27000,1999,7627.0
387991,4354484,20500,2000,7662.0
387992,4354485,25000,2000,8687.0
387993,4354491,16000,2001,3391.0
387994,4354492,17500,2002,5444.0
387995,4354518,30000,2000,9882.0
387996,4354519,18000,2000,11419.0
387997,4354521,36000,2001,3931.0
387998,4354523,32000,2000,11338.0
387999,4354534,23000,2002,9058.0
388000,4354535,26000,2000,7230.0
388001,4354538,26000,2004,2729.0
388002,4354546,8500,1991,2513.0
388003,4354547,12500,1992,8437.0
388005,4354552,10500,1997,8543.0
388006,4354577,41000,2004,2200.0
388007,4354584,38000,2005,2760.0
388008,4354589,35000,2006,2484.0
388009,4354591,48000,2006,1648.0
388011,4354769,12500,1988,12268.0
388012,4354782,12500,2006,1547.0
388013,4354801,18000,1990,4612.0
388014,4354804,14000,1985,6052.0
388015,4354816,46000,1998,12540.0
388017,4354830,8000,1987,7927.0
388018,4354851,41000,2003,3821.0
388019,4354858,37500,2003,4373.0
388020,4354875,47500,2003,3743.0
388021,4354877,10500,1987,12697.0
388022,4354884,60000,1997,9349.0
388024,4354892,20000,1987,1748.0
388025,4354899,45000,2000,8704.0
388027,4354904,31000,2003,9491.0
388028,4354919,60000,2003,3240.0
388029,4354945,45000,2003,4757.0
388031,4354959,29000,1998,12500.0
388032,4354970,37500,2000,4760.0
388034,4355005,18000,1987,24778.0
388035,4355008,48000,1999,5857.0
388036,4355009,85000,2000,11500.0
388038,4355054,24000,1997,9691.0
388040,4355062,37000,1999,12053.0
388044,4355123,30000,2001,10362.0
388045,4355129,30000,2000,6293.0
388046,4355148,16000,2001,4390.0
388047,4355161,39000,1999,9970.0
388048,4355164,8000,1994,4965.0
388049,4355166,37000,2001,13275.0
388050,4355177,51000,2003,1741.0
388051,4355190,85000,2002,7148.0
388052,4355192,32000,2000,5232.0
388053,4355196,21000,2003,3996.0
388054,4355200,8500,1987,25931.0
388056,4355227,18500,1990,15386.0
388057,4355236,34000,2003,5760.0
388058,4355238,25000,1999,9060.0
388059,4355242,22000,1999,8466.0
388060,4355243,9000,2000,3583.0
388061,4355257,27500,1999,7594.0
388063,4355279,27000,2004,5927.0
388064,4355306,17000,1988,10997.0
388065,4355310,9000,1990,4498.0
388068,4355361,8500,1995,2751.0
388069,4355396,8500,1988,10401.0
388070,4355410,11000,1996,281.0
388071,4355429,10000,1987,7605.0
388072,4355447,15000,1999,8767.0
388073,4355460,17500,2000,3633.0
388074,4355471,12000,2000,3859.0
388075,4355480,21000,2004,2569.0
388076,4355484,22500,2000,3141.0
388077,4355487,12500,2001,8119.0
388078,4355489,20000,2002,4062.0
388079,4355502,24000,2004,1729.0
388080,4355505,12000,1991,1848.0
388081,4355514,38000,2005,1661.0
388082,4355517,18000,1989,18335.0
388083,4355528,14500,1999,3413.0
388084,4355529,17500,1999,5542.0
388085,4355547,11500,2005,178.0
388086,4355555,40000,2004,4253.0
388087,4355595,13500,2006,1188.0
388088,4355596,12500,2006,1252.0
388089,4355603,13000,2006,957.0
388090,4355623,20500,1999,2440.0
388091,4355697,22000,1986,11321.0
388093,4355719,42000,2009,710.0
388095,4355753,45000,2004,9393.0
388096,4355762,46000,2007,1084.0
388097,4355764,8500,1988,12595.0
388098,4355782,51000,2002,10802.0
388099,4355784,55000,2001,4481.0
388101,4355794,36000,2002,5681.0
388102,4355802,29000,1995,935.0
388104,4355845,38000,2003,2451.0
388105,4355882,21000,1994,18403.0
388106,4355895,14000,2000,3521.0
388107,4355908,35000,1998,5413.0
388108,4355911,35000,2002,8961.0
388109,4355952,22000,1993,22652.0
388110,4355955,15000,1985,11187.0
388111,4355970,46000,2003,7738.0
